tempo_s,referencia_deg
3.44,45.0
3.45,45.0
3.46,45.0
3.47,45.0
3.48,45.0
3.49,45.0
3.5,45.0
3.51,45.0
3.52,45.0
3.53,45.0
3.54,45.0
3.55,45.0
3.56,45.0
3.57,45.0
3.58,45.0
3.59,45.0
3.6,45.0
3.61,45.0
3.62,45.0
3.63,45.0
3.64,45.0
3.65,45.0
3.66,45.0
3.67,45.0
3.68,45.0
3.69,45.0
3.7,45.0
3.71,45.0
3.72,45.0
3.73,45.0
3.74,45.0
3.75,45.0
3.76,45.0
3.77,45.0
3.78,45.0
3.79,45.0
3.8,45.0
3.81,45.0
3.82,45.0
3.83,45.0
3.84,45.0
3.85,45.0
3.86,45.0
3.87,45.0
3.88,45.0
3.89,45.0
3.9,45.0
3.91,45.0
3.92,45.0
3.93,45.0
3.94,45.0
3.95,45.0
3.96,45.0
3.97,45.0
3.98,45.0
3.99,45.0
4.0,45.0
4.01,45.0
4.02,45.0
4.03,45.0
4.04,45.0
4.05,45.0
4.06,45.0
4.07,45.0
4.08,45.0
4.09,45.0
4.1,45.0
4.11,45.0
4.12,45.0
4.13,45.0
4.14,45.0
4.15,45.0
4.16,45.0
4.17,45.0
4.18,45.0
4.19,45.0
4.2,45.0
4.21,45.0
4.22,45.0
4.23,45.0
4.24,45.0
4.25,45.0
4.26,45.0
4.27,45.0
4.28,45.0
4.29,45.0
4.3,45.0
4.31,45.0
4.32,45.0
4.33,45.0
4.34,45.0
4.35,45.0
4.36,45.0
4.37,45.0
4.38,45.0
4.39,45.0
4.4,45.0
4.41,45.0
4.42,45.0
4.43,45.0
4.44,45.0
4.45,45.0
4.46,45.0
4.47,45.0
4.48,45.0
4.49,45.0
4.5,45.0
4.51,45.0
4.52,45.0
4.53,45.0
4.54,45.0
4.55,45.0
4.56,45.0
4.57,45.0
4.58,45.0
4.59,45.0
4.6,45.0
4.61,45.0
4.62,45.0
4.63,45.0
4.64,45.0
4.65,45.0
4.66,45.0
4.67,45.0
4.68,45.0
4.69,45.0
4.7,45.0
4.71,45.0
4.72,45.0
4.73,45.0
4.74,45.0
4.75,45.0
4.76,45.0
4.77,45.0
4.78,45.0
4.79,45.0
4.8,45.0
4.81,45.0
4.82,45.0
4.83,45.0
4.84,45.0
4.85,45.0
4.86,45.0
4.87,45.0
4.88,45.0
4.89,45.0
4.9,45.0
4.91,45.0
4.92,45.0
4.93,45.0
4.94,45.0
4.95,45.0
4.96,45.0
4.97,45.0
4.98,45.0
4.99,45.0
5.0,49.28724620967186
5.01,49.184750571530536
5.02,49.082737499346614
5.03,48.98122273203099
5.04,48.88022184285813
5.05,48.77975023663173
5.06,48.679823146896425
5.07,48.58045563319591
5.08,48.48166257837816
5.09,48.383458685948376
5.1,48.28585847746992
5.11,48.18887629001408
5.12,48.0925262736589
5.13,47.99682238903771
5.14,47.901778404937836
5.15,47.807407895949915
5.16,47.713724240168176
5.17,47.620740616942406
5.18,47.528470004681694
5.19,47.4369251787106
5.2,47.34611870917807
5.21,47.2560629590194
5.22,47.16677008197186
5.23,47.078252020644
5.24,46.99052050463932
5.25,46.90358704873439
5.26,46.81746295111183
5.27,46.732159291648514
5.28,46.64768693025916
5.29,46.56405650529568
5.3,46.48127843200246
5.31,46.399362901027985
5.32,46.31831987699281
5.33,46.23815909711429
5.34,46.158890069888166
5.35,46.08052207382726
5.36,46.00306415625737
5.37,45.92652513217065
5.38,45.85091358313649
5.39,45.77623785627013
5.4,45.70250606325908
5.41,45.62972607944743
5.42,45.5579055429782
5.43,45.487051853993755
5.44,45.41717217389435
5.45,45.348273424654884
5.46,45.28036228819983
5.47,45.213445205836464
5.48,45.14752837774627
5.49,45.08261776253458
5.5,45.018719076838465
5.51,44.95583779499271
5.52,44.89397914875393
5.53,44.833148127082715
5.54,44.77334947598375
5.55,44.71458769840373
5.56,44.65686705418708
5.57,44.60019156008924
5.58,44.544564989847444
5.59,44.48999087430884
5.6,44.43647250161574
5.61,44.384012917447855
5.62,44.33261492532128
5.63,44.28228108694409
5.64,44.23301372262825
5.65,44.18481491175764
5.66,44.13768649331194
5.67,44.09163006644611
5.68,44.04664699112518
5.69,44.002738388814095
5.7,43.959905143222244
5.71,43.918147901102415
5.72,43.87746707310383
5.73,43.837862834678944
5.74,43.79933512704356
5.75,43.76188365819002
5.76,43.725507903952995
5.77,43.69020710912753
5.78,43.6559802886389
5.79,43.62282622876395
5.8,43.59074348840333
5.81,43.55973040040435
5.82,43.52978507293389
5.83,43.50090539090099
5.84,43.47308901742849
5.85,43.44633339537349
5.86,43.42063574889581
5.87,43.395993085074224
5.88,43.37240219556978
5.89,43.34985965833572
5.9,43.32836183937347
5.91,43.30790489453417
5.92,43.28848477136502
5.93,43.27009721100019
5.94,43.25273775009531
5.95,43.23640172280528
5.96,43.22108426280466
5.97,43.206780305349916
5.98,43.19348458938315
5.99,43.181191659676465
6.0,43.16989586901645
6.01,43.15959138042803
6.02,43.150272169437144
6.03,43.14193202637145
6.04,43.134564558698536
6.05,43.12816319340078
6.06,43.12272117938631
6.07,43.11823158993528
6.08,43.11468732518081
6.09,43.112081114623805
6.1,43.11040551968101
6.11,43.10965293626551
6.12,43.10981559739897
6.13,43.11088557585486
6.14,43.11285478683193
6.15,43.11571499065715
6.16,43.11945779551741
6.17,43.12407466021909
6.18,43.12955689697494
6.19,43.135895674217224
6.2,43.14308201943659
6.21,43.15110682204569
6.22,43.159960836266904
6.23,43.16963468404323
6.24,43.18011885797167
6.25,43.191403724258194
6.26,43.203479525693524
6.27,43.216336384649
6.28,43.22996430609143
6.29,43.244353180616585
6.3,43.25949278749991
6.31,43.27537279776423
6.32,43.29198277726311
6.33,43.309312189779384
6.34,43.32735040013788
6.35,43.346086677331414
6.36,43.36551019765949
6.37,43.38561004787847
6.38,43.40637522836281
6.39,43.42779465627614
6.4,43.449857168751564
6.41,43.47255152608029
6.42,43.49586641490767
6.43,43.519790451435945
6.44,43.54431218463269
6.45,43.56942009944421
6.46,43.59510262001301
6.47,43.62134811289861
6.48,43.64814489030054
6.49,43.6754812132831
6.5,43.70334529500071
6.51,43.73172530392316
6.52,43.760609367059885
6.53,43.789985573182456
6.54,43.81984197604437
6.55,43.85016659759744
6.56,43.88094743120384
6.57,43.91217244484299
6.58,43.94382958431253
6.59,43.97590677642252
6.6,44.00839193218198
6.61,44.041272949977085
6.62,44.0745377187401
6.63,44.108174121108306
6.64,44.142170036572054
6.65,44.17651334461127
6.66,44.21119192781942
6.67,44.24619367501438
6.68,44.28150648433521
6.69,44.31711826632423
6.7,44.35301694699347
6.71,44.38919047087489
6.72,44.42562680405343
6.73,44.46231393718228
6.74,44.49923988847957
6.75,44.53639270670567
6.76,44.573760474120476
6.77,44.6113313094199
6.78,44.6490933706508
6.79,44.68703485810369
6.8,44.72514401718249
6.81,44.76340914125069
6.82,44.801818574453044
6.83,44.84036071451236
6.84,44.87902401550048
6.85,44.91779699058294
6.86,44.956668214736595
6.87,44.99562632743945
6.88,45.03466003533226
6.89,45.07375811485109
6.9,45.112909414830284
6.91,45.15210285907518
6.92,45.19132744890402
6.93,45.2305722656584
6.94,45.269826473181716
6.95,45.30907932026495
6.96,45.348320143059325
6.97,45.38753836745519
6.98,45.42672351142663
6.99,45.46586518734119
7.0,45.504953104234275
7.01,45.543977070047674
7.02,45.58292699383164
7.03,45.62179288791008
7.04,45.66056487000839
7.05,45.69923316534338
7.06,45.7377881086749
7.07,45.776220146318664
7.08,45.81451983811984
7.09,45.852677859386986
7.1,45.89068500278587
7.11,45.92853218019283
7.12,45.966210424507196
7.13,46.00371089142246
7.14,46.04102486115579
7.15,46.07814374013549
7.16,46.115059062646104
7.17,46.151762492430834
7.18,46.18824582425086
7.19,46.22450098540138
7.2,46.2605200371839
7.21,46.29629517633468
7.22,46.331818736408884
7.23,46.36708318912025
7.24,46.402081145636046
7.25,46.436805357827005
7.26,46.47124871947208
7.27,46.50540426741775
7.28,46.53926518269172
7.29,46.57282479157077
7.3,46.60607656660261
7.31,46.639014127581675
7.32,46.67163124247839
7.33,46.703921828322265
7.34,46.73587995203816
7.35,46.76749983123603
7.36,46.79877583495381
7.37,46.82970248435343
7.38,46.860274453369954
7.39,46.89048656931354
7.4,46.92033381342456
7.41,46.949811321381475
7.42,46.978914383761605
7.43,47.00763844645489
7.44,47.03597911103041
7.45,47.063932135055815
7.46,47.091493432369774
7.47,47.11865907330731
7.48,47.14542528487814
7.49,47.17178845089818
7.5,47.1977451120742
7.51,47.22329196604171
7.52,47.24842586735624
7.53,47.27314382743813
7.54,47.297443014470915
7.55,47.321320753253474
7.56,47.34477452500614
7.57,47.367801967130845
7.58,47.390400872925596
7.59,47.412569191253404
7.6,47.4343050261658
7.61,47.4556066364814
7.62,47.47647243531946
7.63,47.49690098958883
7.64,47.516891019432585
7.65,47.53644139762846
7.66,47.55555114894544
7.67,47.57421944945692
7.68,47.592445625810484
7.69,47.61022915445481
7.7,47.627569660823966
7.71,47.64446691847943
7.72,47.66092084821018
7.73,47.676931517091184
7.74,47.692499137500775
7.75,47.70762406609708
7.76,47.722306802754176
7.77,47.73654798945805
7.78,47.75034840916311
7.79,47.76370898460934
7.8,47.77663077710084
7.81,47.789114985245966
7.82,47.80116294365963
7.83,47.8127761216282
7.84,47.82395612173745
7.85,47.83470467846414
7.86,47.845023656731556
7.87,47.85491505042961
7.88,47.8643809809001
7.89,47.87342369538739
7.9,47.88204556545536
7.91,47.8902490853709
7.92,47.898036870454604
7.93,47.90541165539926
7.94,47.91237629255663
7.95,47.91893375019312
7.96,47.92508711071484
7.97,47.93083956886285
7.98,47.93619442987892
7.99,47.94115510764263
8.0,47.94572512278025
8.01,47.94990810074619
8.02,47.95370776987741
8.029,47.957127959421705
8.04,47.960172597540264
8.05,47.96284570928524
8.06,47.96515141455303
8.07,47.96709392601384
8.08,47.96867754701822
8.09,47.96990666948127
8.1,47.97078577174513
8.109,47.9713194164205
8.12,47.971512248207844
8.13,47.97136899169897
8.14,47.97089444915956
8.15,47.97009349829372
8.16,47.96897108999071
8.17,47.96753224605502
8.18,47.965782056920325
8.189,47.96372567934794
8.2,47.961368334110674
8.21,47.95871530366274
8.22,47.955771929796384
8.23,47.95254361128597
8.24,47.94903580152036
8.25,47.94525400612428
8.26,47.941203780569296
8.27,47.93689072777522
8.28,47.932320495702776
8.29,47.92749877493807
8.3,47.92243129626988
8.31,47.917123828260124
8.32,47.91158217480867
8.33,47.90581217271296
8.34,47.89981968922327
8.35,47.89361061959442
8.36,47.887190884634556
8.37,47.88056642825184
8.38,47.87374321499986
8.39,47.86672722762231
8.4,47.85952446459791
8.41,47.8521409376861
8.42,47.84458266947448
8.43,47.83685569092856
8.44,47.82896603894468
8.45,47.82091975390672
8.46,47.8127228772475
8.47,47.80438144901548
8.48,47.79590150544753
8.49,47.7872890765486
8.5,47.778550183678824
8.51,47.76969083714898
8.52,47.760717033824974
8.53,47.751634754742014
8.54,47.74244996272924
8.55,47.733168600045516
8.56,47.72379658602718
8.57,47.714339814748286
8.58,47.70480415269424
8.59,47.6951954364493
8.6,47.68551947039899
8.61,47.67578202444765
8.62,47.665988831752294
8.63,47.65614558647306
8.64,47.64625794154117
8.65,47.63633150644504
8.66,47.62637184503503
8.67,47.616384473347814
8.68,47.60637485745067
8.69,47.59634841130657
8.7,47.58631049466075
8.71,47.57626641094913
8.72,47.56622140522947
8.73,47.556180662135816
8.74,47.54614930385676
8.75,47.53613238813825
8.76,47.52613490631146
8.77,47.51616178134638
8.78,47.5062178659316
8.79,47.49630794058106
8.8,47.486436711768135
8.81,47.47660881008768
8.82,47.46682878844673
8.83,47.457101120284165
8.84,47.44743019782001
8.85,47.43782033033495
8.86,47.42827574248044
8.87,47.418800572619965
8.88,47.40939887120211
8.89,47.40007459916563
8.9,47.39083162637726
8.91,47.38167373010269
8.92,47.37260459351096
8.93,47.363627804213095
8.94,47.3547468528351
8.95,47.345965131625846
8.96,47.33728593310042
8.97,47.32871244871909
8.98,47.32024776760252
8.99,47.311894875283464
9.0,47.30365665249543
9.01,47.29553587399861
9.02,47.287535207443526
9.03,47.279657212272575
9.04,47.27190433866003
9.05,47.26427892649062
9.06,47.256783204377186
9.07,47.24941928871755
9.08,47.242189182790995
9.09,47.235094775894616
9.1,47.22813784251983
9.11,47.221320041569186
9.12,47.214642915613965
9.13,47.20810789019248
9.14,47.20171627314964
9.15,47.195469254017695
9.16,47.189367903438566
9.17,47.183413172627844
9.18,47.17760589288066
9.19,47.1719467751196
9.2,47.166436409484774
9.21,47.161075264966264
9.22,47.155863689078984
9.23,47.1508019075801
9.24,47.14589002422916
9.25,47.141128020590926
9.26,47.1365157558811
9.27,47.13205296685489
9.28,47.127739267738605
9.29,47.123574150204135
9.3,47.11955698338659
9.31,47.11568701394482
9.32,47.11196336616516
9.33,47.10838504210801
9.34,47.10495092179756
9.35,47.10165976345444
9.36,47.098510203771326
9.37,47.09550075823136
9.38,47.092629821469416
9.39,47.089895667676075
9.4,47.087296451044196
9.41,47.084830206258005
9.42,47.082494849024584
9.43,47.08028817664759
9.44,47.07820786864312
9.45,47.07625148739747
9.46,47.074416478866745
9.47,47.07270017331799
9.48,47.071099786111816
9.49,47.06961241852615
9.5,47.06823505862097
9.51,47.066964582143875
9.52,47.06579775347604
9.53,47.06473122661852
9.54,47.06376154621851
9.55,47.062885148635296
9.56,47.06209836304566
9.57,47.06139741258843
9.58,47.06077841554773
9.59,47.06023738657488
9.6,47.059770237948314
9.61,47.059372780871364
9.62,47.05904072680748
9.63,47.05876968885258
9.64,47.05855518314398
9.65,47.05839263030579
9.66,47.058277356930134
9.67,47.05820459709385
9.68,47.05816949391038
9.69,47.058167101116176
9.7,47.0581923846914
9.71,47.058240224514385
9.72,47.058305416049315
9.73,47.05838267206676
9.74,47.058466624396615
9.75,47.05855182571276
9.76,47.058632751349165
9.77,47.05870380114678
9.78,47.05875930133074
9.79,47.05879350641739
9.8,47.058800601150494
9.81,47.058774702466216
9.82,47.05870986148618
9.83,47.05860006553809
9.84,47.05843924020349
9.85,47.05822125139179
9.86,47.0579399074402
9.87,47.05758896123889
9.88,47.0571621123808
9.89,47.056653009335434
9.9,47.0560552516461
9.91,47.05536239214987
9.92,47.05456793921969
9.93,47.053665359028045
9.94,47.05264807783137
9.95,47.05150948427477
9.96,47.05024293171611
9.97,47.04884174056918
9.98,47.047299200664824
9.99,47.04560857362981
10.0,47.04376309528226
10.01,47.041755978043454
10.02,47.03958041336495
10.03,47.037229574170425
10.04,47.0346966173116
10.05,47.03197468603746
10.06,47.029056912476044
10.07,47.02593642012815
10.08,47.022606326372205
10.09,47.019059744979494
10.1,47.01528978863915
10.11,47.011289571492085
10.12,47.007052211673106
10.13,47.00257083386052
10.14,46.997838571832496
10.15,46.99284857102936
10.16,46.987593991121116
10.17,46.98206800857951
10.18,46.97626381925372
10.19,46.97017464094901
10.2,46.963793716007686
10.21,46.95711431389137
10.22,46.95012973376394
10.23,46.94283330707455
10.24,46.93521840013951
10.25,46.92727841672282
10.26,46.91900680061411
10.27,46.91039703820358
10.28,46.901442661052805
10.29,46.89213724846109
10.3,46.882474430026214
10.31,46.87244788819894
10.32,46.86205136083062
10.33,46.851278643712895
10.34,46.840123593109084
10.35,46.82858012827607
10.36,46.81664223397628
10.37,46.80430396297875
10.38,46.79155943854876
10.39,46.77840285692496
10.4,46.76482848978361
10.41,46.75083068668889
10.42,46.736403877528595
10.43,46.7215425749346
10.44,46.70624137668726
10.45,46.6904949681029
10.46,46.674298124403876
10.47,46.657645713070366
10.48,46.640532696173
10.49,46.622954132686054
10.5,46.60490518077996
10.51,46.58638110009272
10.52,46.56737725397952
10.53,46.54788911173975
10.54,46.52791225082071
10.55,46.50744235899736
10.56,46.48647523652749
10.57,46.46500679828145
10.58,46.44303307584594
10.59,46.42055021960108
10.6,46.39755450077013
10.61,46.37404231344121
10.62,46.35001017656037
10.63,46.32545473589534
10.64,46.30037276596927
10.65,46.27476117196408
10.66,46.24861699159235
10.67,46.22193739693761
10.68,46.19471969626217
10.69,46.16696133578174
10.7,46.138659901406704
10.71,46.10981312044904
10.72,46.080418863294426
10.73,46.050475145039144
10.74,46.01998012709092
10.75,45.98893211873344
10.76,45.95732957865383
10.77,45.92517111643257
10.78,45.89245549399542
10.79,45.859181627026715
10.8,45.82534858634375
10.81,45.790955599231346
10.82,45.756002050736676
10.83,45.72048748492338
10.84,45.68441160608472
10.85,45.64777427991542
10.86,45.610575534641534
10.87,45.57281556210801
10.88,45.53449471882361
10.89,45.49561352696263
10.9,45.45617267532309
10.91,45.41617302024107
10.92,45.37561558646069
10.93,45.33450156795935
10.94,45.29283232872819
10.95,45.250609403506985
10.96,45.20783449847339
10.97,45.1645094918862
10.98,45.12063643468237
10.99,45.07621755102729
11.0,45.03125523881824
11.01,44.985752070140705
11.02,44.93971079167718
11.03,44.89313432506842
11.04,44.84602576722674
11.05,44.798388390601104
11.06,44.750225643394046
11.07,44.70154114972992
11.08,44.65233870977455
11.09,44.60262229980586
11.1,44.552396072235645
11.11,44.50166435558198
11.12,44.450431654392396
11.13,44.398702649117666
11.14,44.346482195935906
11.15,44.29377532652717
11.16,44.24058724779831
11.17,44.18692334155793
11.18,44.132789164141734
11.19,44.0781904459877
11.2,44.02313309116163
11.21,43.96762317683261
11.22,43.91166695269861
11.23,43.855270840362145
11.24,43.79844143265612
11.25,43.74118549291976
11.26,43.68350995422478
11.27,43.625421918551886
11.28,43.56692865591753
11.29,43.50803760345118
11.3,43.44875636442317
11.31,43.38909270722315
11.32,43.329054564289464
11.33,43.26865003098929
11.34,43.20788736445015
11.35,43.146774982342436
11.36,43.08532146161369
11.37,43.02353553717429
11.38,42.96142610053519
11.39,42.89900219839777
11.4,42.83627303119593
11.41,42.77324795159086
11.42,42.70993646291871
11.43,42.646348217591296
11.44,42.582493015450325
11.45,42.5183808020754
11.46,42.45402166704593
11.47,42.389425842157515
11.48,42.324603699593126
11.49,42.259565750049255
11.5,42.19432264081748
11.51,42.128885153822054
11.52,42.06326420361345
11.53,41.99747083531876
11.54,41.93151622254894
11.55,41.86541166526371
11.56,41.79916858759413
11.57,41.73279853562379
11.58,41.66631317512862
11.59,41.59972428927607
11.6,41.533043776284075
11.61,41.466283647040356
11.62,41.399456022682365
11.63,41.332573132138705
11.64,41.26564730963232
11.65,41.198690992146055
11.66,41.131716716851194
11.67,41.064737118499515
11.68,40.997764926779396
11.69,40.93081296363663
11.7,40.86389414056048
11.71,40.797021455835605
11.72,40.73020799176047
11.73,40.66346691183295
11.74,40.596811457903584
11.75,40.53025494729727
11.76,40.46381076990404
11.77,40.39749238523954
11.78,40.331313319475896
11.79,40.26528716244369
11.8,40.19942756460561
11.81,40.13374823400273
11.82,40.068262933173905
11.83,40.002985476048906
11.84,39.937929724816506
11.85,39.87310958676759
11.86,39.80853901111465
11.87,39.74423198578786
11.88,39.68020253420905
11.89,39.61646471204373
11.9,39.553032603932586
11.91,39.489920320202664
11.92,39.42714199355928
11.93,39.36471177575962
11.94,39.302643834268345
11.95,39.24095234889656
11.96,39.17965150842454
11.97,39.11875550720923
11.98,39.058278541777234
11.99,38.99823480740434
12.0,38.93863849468204
12.01,38.87950378607223
12.02,38.82084485245075
12.03,38.76267584964067
12.04,38.70501091493614
12.05,38.647864163617655
12.06,38.5912496854597
12.07,38.53518154123144
12.08,38.479673759191485
12.09,38.424740331577574
12.1,38.37039521109198
12.11,38.31665230738354
12.12,38.263525483527246
12.13,38.21102855250219
12.14,38.159175273668836
12.15,38.10797934924637
12.16,38.0574544207912
12.17,38.007614065677295
12.18,37.9584717935794
12.19,37.91004104295996
12.2,37.86233517756064
12.21,37.8153674828993
12.22,37.769151162773454
12.23,37.723699335770874
12.24,37.67902503178852
12.25,37.635141188560304
12.26,37.592060648195115
12.27,37.54979615372537
12.28,37.50836034566751
12.29,37.46776575859508
12.3,37.428024817725145
12.31,37.389149835519355
12.32,37.35115300830013
12.33,37.31404641288301
12.34,37.27784200322601
12.35,37.24255160709705
12.36,37.20818692275994
12.37,37.17475951568018
12.38,37.142280815251205
12.39,37.11076211154206
12.4,37.080214552067304
12.41,37.05064913857999
12.42,37.022076723888645
12.43,36.994508008699
12.44,36.967953538481424
12.45,36.94242370036483
12.46,36.91792872005783
12.47,36.89447865879816
12.48,36.87208341033092
12.49,36.85075269791682
12.5,36.830496071370774
12.51,36.81132290413209
12.52,36.793242390366814
12.53,36.776263542102996
12.54,36.76039518639988
12.55,36.74564596255156
12.56,36.73202431932599
12.57,36.719538512240064
12.58,36.70819660087177
12.59,36.698006446209575
12.6,36.68897570804053
12.61,36.68111184237725
12.62,36.67442209892479
12.63,36.66891351858804
12.64,36.664592931020344
12.65,36.66146695221406
12.66,36.6595419821338
12.67,36.65882420239291
12.68,36.659319573974045
12.69,36.66103383499426
12.7,36.66397249851548
12.71,36.668140850400974
12.72,36.67354394721826
12.73,36.68018661418934
12.74,36.688073443188735
12.75,36.69720879078983
12.76,36.70759677636036
12.77,36.71924128020749
12.78,36.732145941772885
12.79,36.74631415787869
12.8,36.76174908102463
12.81,36.77845361773706
12.82,36.79643042697013
12.83,36.81568191855999
12.84,36.83621025173217
12.85,36.8580173336629
12.86,36.88110481809464
12.87,36.90547410400637
12.88,36.93112633433918
12.89,36.95806239477735
12.9,36.98628291258565
12.91,37.015788255503054
12.92,37.04657853069328
12.93,37.07865358375274
12.94,37.11201299777595
12.95,37.14665609247906
12.96,37.18258192338174
12.97,37.21978928104765
12.98,37.25827669038391
12.99,37.29804240999996
13.0,37.339084431625935
13.01,37.381400479590894
13.02,37.42498801036123
13.03,37.469844212139385
13.04,37.51596600452327
13.05,37.5633500382264
13.06,37.61199269485914
13.07,37.661890086771194
13.08,37.7130380569554
13.09,37.765432179013175
13.1,37.819067757181664
13.11,37.873939826422685
13.12,37.93004315257371
13.13,37.98737223256076
13.14,38.045921294673725
13.15,38.1056842989036
13.16,38.16665493734224
13.17,38.22882663464434
13.18,38.292192548551796
13.19,38.356745570480385
13.2,38.42247832616896
13.21,38.48938317639082
13.22,38.557452217727494
13.23,38.626677283404874
13.24,38.697049944191406
13.25,38.768561509358484
13.26,38.84120302770297
13.27,38.91496528863153
13.28,38.98983882330684
13.29,39.06581390585553
13.3,39.142880554637486
