tempo_s,referencia_deg
3.2,45.0
3.21,45.0
3.22,45.0
3.23,45.0
3.24,45.0
3.25,45.0
3.2600000000000002,45.0
3.27,45.0
3.2800000000000002,45.0
3.29,45.0
3.3000000000000003,45.0
3.31,45.0
3.3200000000000003,45.0
3.33,45.0
3.34,45.0
3.35,45.0
3.36,45.0
3.37,45.0
3.38,45.0
3.39,45.0
3.4,45.0
3.41,45.0
3.42,45.0
3.43,45.0
3.44,45.0
3.45,45.0
3.46,45.0
3.47,45.0
3.48,45.0
3.49,45.0
3.5,45.0
3.5100000000000002,45.0
3.52,45.0
3.5300000000000002,45.0
3.54,45.0
3.5500000000000003,45.0
3.56,45.0
3.5700000000000003,45.0
3.58,45.0
3.59,45.0
3.6,45.0
3.61,45.0
3.62,45.0
3.63,45.0
3.64,45.0
3.65,45.0
3.66,45.0
3.67,45.0
3.68,45.0
3.69,45.0
3.7,45.0
3.71,45.0
3.72,45.0
3.73,45.0
3.74,45.0
3.75,45.0
3.7600000000000002,45.0
3.77,45.0
3.7800000000000002,45.0
3.79,45.0
3.8000000000000003,45.0
3.81,45.0
3.8200000000000003,45.0
3.83,45.0
3.84,45.0
3.85,45.0
3.86,45.0
3.87,45.0
3.88,45.0
3.89,45.0
3.9,45.0
3.91,45.0
3.92,45.0
3.93,45.0
3.94,45.0
3.95,45.0
3.96,45.0
3.97,45.0
3.98,45.0
3.99,45.0
4.0,45.0
4.01,45.0
4.0200000000000005,45.0
4.03,45.0
4.04,45.0
4.05,45.0
4.0600000000000005,45.0
4.07,45.0
4.08,45.0
4.09,45.0
4.1,45.0
4.11,45.0
4.12,45.0
4.13,45.0
4.14,45.0
4.15,45.0
4.16,45.0
4.17,45.0
4.18,45.0
4.19,45.0
4.2,45.0
4.21,45.0
4.22,45.0
4.23,45.0
4.24,45.0
4.25,45.0
4.26,45.0
4.2700000000000005,45.0
4.28,45.0
4.29,45.0
4.3,45.0
4.3100000000000005,45.0
4.32,45.0
4.33,45.0
4.34,45.0
4.3500000000000005,45.0
4.36,45.0
4.37,45.0
4.38,45.0
4.39,45.0
4.4,45.0
4.41,45.0
4.42,45.0
4.43,45.0
4.44,45.0
4.45,45.0
4.46,45.0
4.47,45.0
4.48,45.0
4.49,45.0
4.5,45.0
4.51,45.0
4.5200000000000005,45.0
4.53,45.0
4.54,45.0
4.55,45.0
4.5600000000000005,45.0
4.57,45.0
4.58,45.0
4.59,45.0
4.6000000000000005,45.0
4.61,45.0
4.62,45.0
4.63,45.0
4.64,45.0
4.65,45.0
4.66,45.0
4.67,45.0
4.68,45.0
4.69,45.0
4.7,45.0
4.71,45.0
4.72,45.0
4.73,45.0
4.74,45.0
4.75,45.0
4.76,45.0
4.7700000000000005,45.0
4.78,45.0
4.79,45.0
4.8,45.0
4.8100000000000005,45.0
4.82,45.0
4.83,45.0
4.84,45.0
4.8500000000000005,45.0
4.86,45.0
4.87,45.0
4.88,45.0
4.89,45.0
4.9,45.0
4.91,45.0
4.92,45.0
4.93,45.0
4.94,45.0
4.95,45.0
4.96,45.0
4.97,45.0
4.98,45.0
4.99,45.0
5.0,42.64308585626908
5.01,43.07855166967515
5.0200000000000005,43.5118206584491
5.03,43.94263545279508
5.04,44.37074286087285
5.05,44.795894045569376
5.0600000000000005,45.217844696191044
5.07,45.63635519494811
5.08,46.051190778107625
5.09,46.46212169169732
5.1000000000000005,46.868923341647914
5.11,47.271376438267716
5.12,47.669267134948356
5.13,48.062387161007145
5.14,48.45053394857681
5.15,48.833510753459905
5.16,49.21112676987071
5.17,49.58319723899401
5.18,49.94954355129596
5.19,50.30999334252851
5.2,50.66438058337511
5.21,51.01254566269169
5.22,51.35433546430297
5.23,51.68960343732072
5.24,52.01820965995654
5.25,52.34002089680838
5.26,52.65491064960593
5.2700000000000005,52.962759201406556
5.28,53.263453654239555
5.29,53.556887960202886
5.3,53.842962946022496
5.3100000000000005,54.121586331090796
5.32,54.39267273900684
5.33,54.65614370264683
5.34,54.911927662799684
5.3500000000000005,55.15995996040832
5.36,55.400182822463336
5.37,55.632545341601386
5.38,55.85700344946671
5.39,56.0735198838995
5.4,56.28206415002092
5.41,56.4826124752897
5.42,56.675147758610855
5.43,56.859659513582514
5.44,57.03614380597179
5.45,57.204603185516035
5.46,57.36504661215078
5.47,57.51748937677034
5.48,57.6619530166322
5.49,57.79846522552056
5.5,57.927059758789355
5.51,58.047776333409075
5.5200000000000005,58.16066052314614
5.53,58.26576364900785
5.54,58.36314266508937
5.55,58.45286003996376
5.5600000000000005,58.53498363375908
5.57,58.60958657107054
5.58,58.67674710985855
5.59,58.73654850648756
5.6000000000000005,58.78907887706234
5.61,58.8344310552226
5.62,58.87270244655842
5.63,58.90399487981216
5.64,58.928414455034634
5.65,58.94607138886541
5.66,58.957079857109406
5.67,58.96155783478341
5.68,58.95962693380818
5.69,58.95141223852283
5.7,58.93704213920002
5.71,58.91664816374099
5.72,58.890364807730904
5.73,58.85832936303543
5.74,58.82068174512019
5.75,58.77756431927495
5.76,58.72912172592488
5.7700000000000005,58.67550070521085
5.78,58.616849921021036
5.79,58.55331978465529
5.8,58.485062278303666
5.8100000000000005,58.412230778519415
5.82,58.334979879866125
5.83,58.2534652189176
5.84,58.16784329878763
5.8500000000000005,58.078271314365985
5.86,57.98490697843445
5.87,57.88790834883612
5.88,57.78743365686828
5.89,57.68364113706779
5.9,57.57668885855533
5.91,57.46673455810263
5.92,57.353935475084285
5.93,57.23844818847286
5.94,57.1204284560335
5.95,57.00003105587094
5.96,56.87740963047888
5.97,56.7527165334384
5.98,56.6261026789086
5.99,56.49771739404919
6.0,56.36770827451114
6.01,56.23622104312764
6.0200000000000005,56.103399411933566
6.03,55.969384947638105
6.04,55.83431694067055
6.05,55.698332277915156
6.0600000000000005,55.561565319247
6.07,55.42414777797572
6.08,55.28620860530004
6.09,55.14787387887102
6.1000000000000005,55.0092666955574
6.11,54.87050706850169
6.12,54.731711828550615
6.13,54.59299453013884
6.140000000000001,54.45446536169979
6.15,54.316231060672216
6.16,54.17839483316642
6.17,54.04105627834859
6.18,53.90431131759654
6.19,53.7682521284753
6.2,53.63296708357505
6.21,53.498540694249584
6.22,53.365053559287084
6.23,53.2325823185407
6.24,53.10119961154044
6.25,52.97097404110286
6.26,52.841970141949595
6.2700000000000005,52.7142483543405
6.28,52.58786500272193
6.29,52.46287227938532
6.3,52.33931823312597
6.3100000000000005,52.21724676288679
6.32,52.09669761636633
6.33,51.97770639356572
6.34,51.86030455524352
6.3500000000000005,51.74451943624264
6.36,51.63037426364846
6.37,51.51788817973253
6.38,51.407076269630835
6.390000000000001,51.297949593701176
6.4,51.190515224499606
6.41,51.08477628831049
6.42,50.98073201116116
6.43,50.878377769246526
6.44,50.77770514368586
6.45,50.67870197952813
6.46,50.581352448919695
6.47,50.48563711834251
6.48,50.39153301982827
6.49,50.29901372604901
6.5,50.20804942918177
6.51,50.118607023440376
6.5200000000000005,50.03065019116475
6.53,49.9441394923541
6.54,49.85903245752717
6.55,49.77528368379003
6.5600000000000005,49.692844933988084
6.57,49.61166523881686
6.58,49.53169100176292
6.59,49.45286610674371
6.6000000000000005,49.37513202831301
6.61,49.29842794429579
6.62,49.222690850714784
6.63,49.147855678868446
6.640000000000001,49.073855414418546
6.65,49.00062121834379
6.66,48.92808254961435
6.67,48.85616728944066
6.68,48.784801866948804
6.69,48.713911386133844
6.7,48.643419753940854
6.71,48.57324980932382
6.72,48.503323453130754
6.73,48.43356177866393
6.74,48.36388520276313
6.75,48.294213597260324
6.76,48.224466420653755
6.7700000000000005,48.154562849849796
6.78,48.08442191182158
6.79,48.013962615033286
6.8,47.94310408048054
6.8100000000000005,47.87176567219734
6.82,47.79986712708156
6.83,47.727328683892026
6.84,47.65407121127126
6.8500000000000005,47.58001633465006
6.86,47.50508656189074
6.87,47.42920540752864
6.88,47.35229751547277
6.890000000000001,47.27428878002848
6.9,47.1951064651079
6.91,47.114679321495146
6.92,47.03293770203694
6.93,46.94981367463084
6.94,46.865241132886815
6.95,46.779155904340065
6.96,46.691495856096566
6.97,46.6022009977956
6.98,46.51121358177653
6.99,46.418478200341006
7.0,46.32394188000473
7.01,46.227554172636346
7.0200000000000005,46.1292672433855
7.03,46.02903595530447
7.04,45.92681795057322
7.05,45.82257372824009
7.0600000000000005,45.71626671839551
7.07,45.60786335269977
7.08,45.497333131189734
7.09,45.384648685294295
7.1000000000000005,45.26978583699209
7.11,45.152723654049744
7.12,45.03344450128295
7.13,44.91193408778776
7.140000000000001,44.78818151009319
7.15,44.66217929119169
7.16,44.53392341540786
7.17,44.40341335907099
7.18,44.27065211696138
7.19,44.135646224505216
7.2,43.998405775697435
7.21,43.85894443673682
7.22,43.7172794553622
7.23,43.57343166588341
7.24,43.42742548990565
7.25,43.27928893275003
7.26,43.129053575578524
7.2700000000000005,42.97675456323597
7.28,42.82243058782582
7.29,42.66612386804264
7.3,42.50788012428686
7.3100000000000005,42.347748549593916
7.32,42.18578177641282
7.33,42.022035839274885
7.34,41.85657013339743
7.3500000000000005,41.689447369271036
7.36,41.52073352328474
7.37,41.350497784446155
7.38,41.17881249725933
7.390000000000001,41.005753100825785
7.4,40.83139806423967
7.41,40.65582881835098
7.42,40.479129683974975
7.43,40.301387796630046
7.44,40.122693027889596
7.45,39.94313790343746
7.46,39.76281751791957
7.47,39.58182944668844
7.48,39.40027365454007
7.49,39.218252401546216
7.5,39.03587014608773
7.51,38.85323344519845
7.5200000000000005,38.67045085233124
7.53,38.48763281266027
7.54,38.304891556038044
7.55,38.12234098772517
7.5600000000000005,37.94009657701645
7.57,37.7582752438865
7.58,37.576995243781894
7.59,37.39637605068785
7.6000000000000005,37.21653823859954
7.61,37.03760336153002
7.62,36.85969383218806
7.63,36.6829327994604
7.640000000000001,36.507444024834456
7.65,36.333351757898825
7.66,36.1607806110588
7.67,35.98985543360662
7.68,35.82070118528512
7.69,35.65344280948492
7.7,35.48820510621565
7.71,35.32511260499112
7.72,35.16428943776948
7.73,35.00585921208842
7.74,34.84994488453529
7.75,34.69666863469267
7.76,34.546151739697386
7.7700000000000005,34.398514449552444
7.78,34.25387586332857
7.79,34.11235380639277
7.8,33.974064708798494
7.8100000000000005,33.83912348497207
7.82,33.707643414827885
7.83,33.57973602644334
7.84,33.45551098042306
7.8500000000000005,33.33507595607975
7.86,33.218536539557284
7.87,33.10599611401926
7.88,32.99755575202431
7.890000000000001,32.8933141102067
7.9,32.79336732637846
7.91,32.69780891916665
7.92,32.606729690296405
7.930000000000001,32.52021762962775
7.94,32.43835782305103
7.95,32.36123236334269
7.96,32.28892026408001
7.97,32.221497376710104
7.98,32.15903631086458
7.99,32.1016063580087
8.0,32.04927341850932
8.01,32.002099932202455
8.02,31.960144812537912
8.03,31.923463384374017
8.040000000000001,31.89210732549178
8.05,31.86612461189364
8.06,31.845559466948245
8.07,31.830452314437792
8.08,31.820839735560895
8.09,31.816754429939643
8.1,31.818225180674425
8.11,31.825276823486625
8.120000000000001,31.837930219984386
8.13,31.856202235082236
8.14,31.88010571860062
8.15,31.90964949106756
8.16,31.94483833373924
8.17,31.985672982852225
8.18,32.03215012811552
8.19,32.08426241544558
8.2,32.14199845394332
8.21,32.20534282710711
8.22,32.274276108271565
8.23,32.348774880256855
8.24,32.42881175920919
8.25,32.51435542260809
8.26,32.605370641411966
8.27,32.701818316308575
8.28,32.8036555180329
8.290000000000001,32.91083553170999
8.3,33.02330790517674
8.31,33.14101850123124
8.32,33.263909553754736
8.33,33.391919727646936
8.34,33.52498418251085
8.35,33.663034640019575
8.36,33.80599945489317
8.370000000000001,33.953803689410336
8.38,34.10636919137449
8.39,34.26361467545179
8.4,34.42545580779327
8.41,34.59180529385062
8.42,34.76257296929127
8.43,34.93766589391522
8.44,35.11698844847214
8.45,35.300442434275
8.46,35.4879271755023
8.47,35.67933962407887
8.48,35.874574467021716
8.49,36.07352423613486
8.5,36.276079419934554
8.51,36.48212857768349
8.52,36.691558455410195
8.53,36.90425410378826
8.540000000000001,37.12009899774638
8.55,37.33897515768018
8.56,37.56076327213301
8.57,37.78534282181257
8.58,38.01259220480796
8.59,38.242388862870285
8.6,38.4746094086192
8.61,38.70912975353571
8.620000000000001,38.94582523660171
8.63,39.18457075344454
8.64,39.425240885845525
8.65,39.66771003146959
8.66,39.91185253367373
8.67,40.15754281125124
8.68,40.404655487968306
8.69,40.653065521750655
8.700000000000001,40.902648333376796
8.71,41.15327993453583
8.72,41.4048370551075
8.73,41.65719726952368
8.74,41.910239122070436
8.75,42.16384225099099
8.76,42.41788751125212
8.77,42.67225709583514
8.78,42.9268346554178
8.790000000000001,43.18150541631071
8.8,43.43615629651792
8.81,43.690676019789
8.82,43.94495522753551
8.83,44.19888658848424
8.84,44.45236490594347
8.85,44.70528722256014
8.86,44.95755292244812
8.870000000000001,45.20906383057199
8.88,45.45972430927069
8.89,45.70944135181156
8.9,45.95812467286578
8.91,46.20568679580047
8.92,46.45204313668625
8.93,46.69711208492144
8.94,46.940815080378776
8.950000000000001,47.18307668698259
8.96,47.42382466263015
8.97,47.66299002537255
8.98,47.90050711577562
8.99,48.13631365538529
9.0,48.37035080122557
9.01,48.602563196261414
9.02,48.83289901576308
9.03,49.06131000951331
9.040000000000001,49.28775153980239
9.05,49.51218261516069
9.06,49.734565919783336
9.07,49.954867838605466
9.08,50.17305847799198
9.09,50.38911168200922
9.1,50.603005044251894
9.11,50.814719915202666
9.120000000000001,51.024241405106395
9.13,51.23155838234666
9.14,51.43666346731594
9.15,51.63955302177662
9.16,51.840227133714016
9.17,52.03868959768838
9.18,52.23494789069687
9.19,52.429013143561605
9.200000000000001,52.620900107865175
9.21,52.81062711845933
9.22,52.99821605157743
9.23,53.183692278586406
9.24,53.367084615418406
9.25,53.5484252677271
9.26,53.727749771818665
9.27,53.905096931411556
9.28,54.08050875028416
9.290000000000001,54.25403036087429
9.3,54.42570994889808
9.31,54.59559867406133
9.32,54.76375058694
9.33,54.93022254211121
9.34,55.0950741076203
9.35,55.25836747087365
9.36,55.42016734105077
9.370000000000001,55.58054084813384
9.38,55.73955743865608
9.39,55.89728876827426
9.4,56.05380859127496
9.41,56.20919264712682
9.42,56.36351854419553
9.43,56.516865640740534
9.44,56.66931492331718
9.450000000000001,56.82094888270944
9.46,56.971851387522825
9.47,57.1221075555693
9.48,57.27180362317881
9.49,57.42102681257468
9.5,57.569865197452955
9.51,57.71840756690761
9.52,57.86674328784622
9.53,58.0149621660422
9.540000000000001,58.16315430597271
9.55,58.31140996959137
9.56,58.45981943418877
9.57,58.60847284949292
9.58,58.757460094165
9.59,58.90687063184602
9.6,59.05679336691088
9.61,59.207316500087636
9.620000000000001,59.35852738410058
9.63,59.51051237949539
9.64,59.66335671080606
9.65,59.81714432322272
9.66,59.971957739920114
9.67,60.127877920205705
9.68,60.28498411864692
9.69,60.44335374533557
9.700000000000001,60.60306222744809
9.71,60.76418287225833
9.72,60.92678673175951
9.73,61.09094246905026
9.74,61.25671622663883
9.75,61.42417149681818
9.76,61.59336899426232
9.77,61.76436653099378
9.78,61.937218893868874
9.790000000000001,62.11197772472643
9.8,62.28869140334292
9.81,62.467404933334485
9.82,62.64815983114413
9.83,62.83099401824995
9.84,63.015941716726445
9.85,63.203033348289054
9.86,63.39229543694877
9.870000000000001,63.58375051540011
9.88,63.77741703526225
9.89,63.97330928129056
9.9,64.17143728967105
9.91,64.37180677050719
9.92,64.57441903460463
9.93,64.77927092465478
9.94,64.98635475091542
9.950000000000001,65.19565823148014
9.96,65.40716443722695
9.97,65.62085174152936
9.98,65.83669377481024
9.99,66.05465938401352
10.0,66.27471259706451
10.01,66.49681259238456
10.02,66.72091367352115
10.03,66.9469652489486
10.040000000000001,67.17491181709175
10.05,67.40469295661718
10.06,67.63624332203361
10.07,67.8694926446363
10.08,68.10436573882656
10.09,68.34078251383097
10.1,68.57865799083936
10.11,68.81790232557724
10.120000000000001,69.05842083632032
10.13,69.30011403735516
10.14,69.54287767788378
10.15,69.78660278636485
10.16,70.03117572027837
10.17,70.2764782212957
10.18,70.52238747583064
10.19,70.76877618094227
10.200000000000001,71.01551261555508
10.21,71.26246071695545
10.22,71.50948016251927
10.23,71.75642645661918
10.24,72.00315102265519
10.25,72.24950130014676
10.26,72.49532084681913
10.27,72.74044944561166
10.28,72.9847232165306
10.290000000000001,73.22797473326358
10.3,73.47003314446826
10.31,73.71072429964211
10.32,73.94987087947601
10.33,74.18729253058915
10.34,74.42280600453789
10.35,74.65622530098652
10.36,74.88736181492416
10.370000000000001,75.11602448780619
10.38,75.34201996249512
10.39,75.56515274187151
10.4,75.7852253509813
10.41,76.00203850258133
10.42,76.2153912659421
10.43,76.42508123876205
10.44,76.63090472204412
10.450000000000001,76.83265689778216
10.46,77.03013200930144
10.47,77.22312354409365
10.48,77.41142441898424
10.49,77.59482716746683
10.5,77.77312412903657
10.51,77.94610764035176
10.52,78.11357022805024
10.53,78.27530480304536
10.540000000000001,78.43110485612353
10.55,78.5807646546634
10.56,78.7240794402955
10.57,78.8608456273186
10.58,78.99086100168819
10.59,79.11392492039104
10.6,79.22983851101807
10.61,79.33840487134793
10.620000000000001,79.43942926875121
10.63,79.53271933922684
10.64,79.61808528587906
10.65,79.6953400766456
10.66,79.76429964108586
10.67,79.82478306603892
10.68,79.87661278996102
10.69,79.91961479575288
10.700000000000001,79.95361880188757
10.71,79.97845845165085
10.72,79.99397150030637
10.73,80.0
10.74,79.99639048221799
10.75,79.98299413761623
10.76,79.95966699303888
10.77,79.92627008554642
10.78,79.88266963327622
10.790000000000001,79.82873720295969
10.8,79.76434987392341
10.81,79.68939039840379
10.82,79.60374735800784
10.83,79.50731531615499
10.84,79.399994966339
10.85,79.28169327605114
10.86,79.15232362620964
10.870000000000001,79.01180594594447
10.88,78.86006684258959
10.89,78.69703972673852
10.9,78.52266493222382
10.91,78.33688983088497
10.92,78.13966894199257
10.93,77.93096403620271
10.94,77.71074423391846
10.950000000000001,77.47898609794142
10.96,77.23567372029973
10.97,76.98079880314499
10.98,76.71436073361517
10.99,76.43636665256541
11.0,76.14683151707443
11.01,75.84577815663928
11.02,75.53323732297656
11.03,75.20924773335439
11.040000000000001,74.87385610738386
11.05,74.5271171972056
11.06,74.16909381101256
11.07,73.79985682985529
11.08,73.41948521768268
11.09,73.02806602457697
11.1,72.62569438314796
11.11,72.21247349805658
11.120000000000001,71.78851462864549
11.13,71.35393706465932
11.14,70.90886809504457
11.15,70.45344296982415
11.16,69.98780485504837
11.17,69.51210478083058
11.18,69.02650158248267
11.19,68.53116183476936
11.200000000000001,68.02625977930984
11.21,67.5119772451587
11.22,66.98850356260675
11.23,66.45603547024612
11.24,65.91477701535312
11.25,65.36493944764473
11.26,64.80674110647547
11.27,64.24040730154286
11.28,63.66617018717905
11.290000000000001,63.084268630309964
11.3,62.49494807217159
11.31,61.89846038387605
11.32,61.29506371592852
11.33,60.68502234179992
11.34,60.06860649566723
11.35,59.44609220443791
11.36,58.81776111418085
11.370000000000001,58.18390031109118
11.38,57.54480213712283
11.39,56.90076400042567
11.4,56.25208818073121
11.41,55.59908162983419
11.42,54.94205576732376
11.43,54.28132627172094
11.44,53.61721286718455
11.450000000000001,52.95003910595265
11.46,52.28013214668887
11.47,51.60782252890977
11.48,50.933443943671456
11.49,50.25733300069763
11.5,49.57982899213589
11.51,48.90127365313167
11.52,48.22201091941301
11.53,47.54238668208277
11.540000000000001,46.86274853981601
11.55,46.18344554866695
11.56,45.50482796968798
11.57,44.82724701456949
11.58,44.1510545895087
11.59,43.47660303752025
11.6,42.8042448794008
11.61,42.134332553564526
11.620000000000001,41.467218154964
11.63,40.80325317331651
11.64,40.14278823085453
11.65,39.4861728198201
11.66,38.833755039924235
11.67,38.185881335993685
11.68,37.542896236026124
11.69,36.905142089876136
11.700000000000001,36.27295880879461
11.71,35.64668360604235
11.72,35.02665073880057
11.73,34.413191251598434
11.74,33.806632721477825
11.75,33.20729900511412
11.76,32.6155099881115
11.77,32.031581336688305
11.78,31.455824251968128
11.790000000000001,30.888545227088773
11.8,30.330045807340877
11.81,29.780622353544405
11.82,29.240565808870393
11.83,28.710161469310478
11.84,28.18968875799692
11.85,27.679421003570056
11.86,27.179625222789632
11.870000000000001,26.69056190758036
11.88,26.2124848167015
11.89,25.745640772224565
11.9,25.29026946100002
11.91,24.84660324129039
11.92,24.41486695474216
11.93,23.99527774386566
11.94,23.58804487518647
11.950000000000001,23.193369568228277
11.96,22.81144483048159
11.97,22.44245529850871
11.98,22.08657708532937
11.99,21.743977634227058
12.0,21.414815579110037
12.01,21.099240611556734
12.02,20.797393354667868
12.030000000000001,20.50940524384442
12.040000000000001,20.235398414602045
12.05,19.975485597529488
12.06,19.72977002048965
12.07,19.498345318158815
12.08,19.2812954489907
12.09,19.078694619688058
12.1,18.890607217256218
12.11,18.71708774870823
12.120000000000001,18.558180788483433
12.13,18.413920933636025
12.14,18.2843327668421
12.15,18.169430827268855
12.16,18.069219589340964
12.17,17.98369344943406
12.18,17.91283672051738
12.19,17.856623634761693
12.200000000000001,17.81501835412101
12.21,17.78797498889051
12.22,17.775437624235465
12.23,17.777340354680184
12.24,17.793607326538048
12.25,17.824152788257656
12.26,17.86888114865274
12.27,17.927687042977567
12.280000000000001,18.000455406801745
12.290000000000001,18.087061557632016
12.3,18.18737128422283
12.31,18.301240943509136
12.32,18.42851756508973
12.33,18.569038963182205
12.34,18.722633855964578
12.35,18.88912199221163
12.36,19.068314285128068
12.370000000000001,19.260012953274995
12.38,19.464011668478417
12.39,19.680095710604288
12.4,19.908042129077018
12.41,20.147619911014235
12.42,20.39859015584278
12.43,20.660706256257427
12.44,20.933714085376334
12.450000000000001,21.217352189943433
12.46,21.51135198942179
12.47,21.815437980817194
12.48,22.129327949065644
12.49,22.452733182814903
12.5,22.785358695423906
12.51,23.12690345100077
12.52,23.477060595294112
12.530000000000001,23.835517691250136
12.540000000000001,24.201956959042366
12.55,24.576055520377086
12.56,24.957485646874897
12.57,25.34591501232388
12.58,25.741006948597505
12.59,26.142420705026804
12.6,26.54981171101294
12.61,26.962831841664034
12.620000000000001,27.381129686237735
12.63,27.804350819167244
12.64,28.23213807344756
12.65,28.664131816156186
12.66,29.09997022588046
12.67,29.53928957182226
12.68,29.98172449434893
