tempo_s,referencia_deg
3.44,45.0
3.45,45.0
3.46,45.0
3.47,45.0
3.48,45.0
3.49,45.0
3.5,45.0
3.51,45.0
3.52,45.0
3.53,45.0
3.54,45.0
3.55,45.0
3.56,45.0
3.57,45.0
3.58,45.0
3.59,45.0
3.6,45.0
3.61,45.0
3.62,45.0
3.63,45.0
3.64,45.0
3.65,45.0
3.66,45.0
3.67,45.0
3.68,45.0
3.69,45.0
3.7,45.0
3.71,45.0
3.72,45.0
3.73,45.0
3.74,45.0
3.75,45.0
3.76,45.0
3.77,45.0
3.78,45.0
3.79,45.0
3.8,45.0
3.81,45.0
3.82,45.0
3.83,45.0
3.84,45.0
3.85,45.0
3.86,45.0
3.87,45.0
3.88,45.0
3.89,45.0
3.9,45.0
3.91,45.0
3.92,45.0
3.93,45.0
3.94,45.0
3.95,45.0
3.96,45.0
3.97,45.0
3.98,45.0
3.99,45.0
4.0,45.0
4.01,45.0
4.02,45.0
4.03,45.0
4.04,45.0
4.05,45.0
4.06,45.0
4.07,45.0
4.08,45.0
4.09,45.0
4.1,45.0
4.11,45.0
4.12,45.0
4.13,45.0
4.14,45.0
4.15,45.0
4.16,45.0
4.17,45.0
4.18,45.0
4.19,45.0
4.2,45.0
4.21,45.0
4.22,45.0
4.23,45.0
4.24,45.0
4.25,45.0
4.26,45.0
4.27,45.0
4.28,45.0
4.29,45.0
4.3,45.0
4.31,45.0
4.32,45.0
4.33,45.0
4.34,45.0
4.35,45.0
4.36,45.0
4.37,45.0
4.38,45.0
4.39,45.0
4.4,45.0
4.41,45.0
4.42,45.0
4.43,45.0
4.44,45.0
4.45,45.0
4.46,45.0
4.47,45.0
4.48,45.0
4.49,45.0
4.5,45.0
4.51,45.0
4.52,45.0
4.53,45.0
4.54,45.0
4.55,45.0
4.56,45.0
4.57,45.0
4.58,45.0
4.59,45.0
4.6,45.0
4.61,45.0
4.62,45.0
4.63,45.0
4.64,45.0
4.65,45.0
4.66,45.0
4.67,45.0
4.68,45.0
4.69,45.0
4.7,45.0
4.71,45.0
4.72,45.0
4.73,45.0
4.74,45.0
4.75,45.0
4.76,45.0
4.77,45.0
4.78,45.0
4.79,45.0
4.8,45.0
4.81,45.0
4.82,45.0
4.83,45.0
4.84,45.0
4.85,45.0
4.86,45.0
4.87,45.0
4.88,45.0
4.89,45.0
4.9,45.0
4.91,45.0
4.92,45.0
4.93,45.0
4.94,45.0
4.95,45.0
4.96,45.0
4.97,45.0
4.98,45.0
4.99,45.0
5.0,32.99340109162037
5.01,32.89618833480313
5.02,32.80038669765969
5.03,32.70601025117962
5.04,32.61307280717276
5.05,32.52158791540113
5.06,32.43156886076434
5.07,32.34302866053925
5.08,32.25598006167449
5.09,32.17043553814043
5.1,32.08640728833525
5.11,32.00390723254782
5.12,31.922947010477827
5.13,31.84353797881388
5.14,31.765691208870077
5.15,31.689417484281627
5.16,31.61472729876016
5.17,31.541630853909066
5.18,31.470138057099582
5.19,31.400258519408084
5.2,31.33200155361497
5.21,31.2653761722658
5.22,31.200391085795008
5.23,31.13705470071273
5.24,31.075375117855177
5.25,31.0153601306989
5.26,30.95701722373953
5.27,30.900353570935188
5.28,30.84537603421513
5.29,30.792091162053858
5.3,30.74050518811116
5.31,30.69062402993832
5.32,30.642453287750943
5.33,30.59599824326859
5.34,30.551263858621525
5.35,30.50825477532504
5.36,30.46697531332133
5.37,30.427429470089407
5.38,30.38962091982317
5.39,30.35355301267787
5.4,30.319228774085254
5.41,30.28665090413741
5.42,30.25582177703968
5.43,30.226743440632625
5.44,30.199417615983336
5.45,30.1738456970461
5.46,30.15002875039259
5.47,30.1279675150117
5.48,30.107662402178995
5.49,30.08911349539597
5.5,30.07232055039912
5.51,30.057282995238783
5.52,30.04399993042789
5.53,30.03247012916055
5.54,30.022692037600425
5.55,30.014663775238983
5.56,30.0083831353235
5.57,30.00384758535463
5.58,30.001054267653814
5.59,30.0
5.6,30.00068127633591
5.61,30.00309426754352
5.62,30.007234822288712
5.63,30.013098467934945
5.64,30.02068041152564
5.65,30.02997554083532
5.66,30.04097842548905
5.67,30.053683318150167
5.68,30.068084155775917
5.69,30.084174560940816
5.7,30.10194784322749
5.71,30.12139700068464
5.72,30.14251472135187
5.73,30.165293384851097
5.74,30.189725064044172
5.75,30.2158015267564
5.76,30.24351423756552
5.77,30.27285435965591
5.78,30.30381275673753
5.79,30.336379995029205
5.8,30.37054634530586
5.81,30.406301785009266
5.82,30.443636000421822
5.83,30.482538388903023
5.84,30.522998061187884
5.85,30.565003843747192
5.86,30.608544281208715
5.87,30.65360763883916
5.88,30.700181905086097
5.89,30.74825479417946
5.9,30.79781374879207
5.91,30.848845942758427
5.92,30.901338283851437
5.93,30.955277416616276
5.94,31.01064972526087
5.95,31.06744133660236
5.96,31.12563812306885
5.97,31.185225705755872
5.98,31.246189457536858
5.99,31.308514506226928
6.0,31.372185737799303
6.01,31.43718779965376
6.02,31.50350510393615
6.03,31.571121830908574
6.04,31.64002193236923
6.05,31.710189135121297
6.06,31.781606944490107
6.07,31.85425864788774
6.08,31.928127318424345
6.09,32.00319581856541
6.1,32.079446803834045
6.11,32.156862726557655
6.12,32.23542583965798
6.13,32.31511820048381
6.14,32.395921674685496
6.15,32.477817940130386
6.16,32.56078849085823
6.17,32.64481464107595
6.18,32.72987752919056
6.19,32.815958121879575
6.2,32.90303721819791
6.21,32.99109545372045
6.22,33.08011330471916
6.23,33.170071092374165
6.24,33.260948987017464
6.25,33.35272701240866
6.26,33.44538505004159
6.27,33.538902843480926
6.28,33.63326000272786
6.29,33.72843600861373
6.3,33.82441021722087
6.31,33.92116186432941
6.32,34.01867006988934
6.33,34.11691384251648
6.34,34.21587208401182
6.35,34.31552359390272
6.36,34.415847074005384
6.37,34.51682113300733
6.38,34.61842429106893
6.39,34.72063498444303
6.4,34.82343157011149
6.41,34.9267923304378
6.42,35.03069547783456
6.43,35.135119159444905
6.44,35.24004146183669
6.45,35.34544041570861
6.46,35.45129400060699
6.47,35.55758014965231
6.48,35.66427675427431
6.49,35.7713616689548
6.5,35.87881271597691
6.51,35.98660769017986
6.52,36.09472436371809
6.53,36.20314049082379
6.54,36.31183381257169
6.55,36.42078206164504
6.56,36.5299629671018
6.57,36.63935425913986
6.58,36.74893367386032
6.59,36.858678958027696
6.6,36.96856787382607
6.61,37.07857820361
6.62,37.18868775464925
6.63,37.298874363866254
6.64,37.40911590256508
6.65,37.51939028115121
6.66,37.629675453840655
6.67,37.73994942335764
6.68,37.85019024561973
6.69,37.96037603440932
6.7,38.07048496603043
6.71,38.180495283949824
6.72,38.29038530342147
6.73,38.40013341609301
6.74,38.50971809459367
6.75,38.61911789710214
6.76,38.72831147189378
6.77,38.83727756186576
6.78,38.94599500903944
6.79,39.05444275903891
6.8,39.16259986554444
6.81,39.27044549472026
6.82,39.37795892961534
6.83,39.48511957453632
6.84,39.59190695939165
6.85,39.69830074400587
6.86,39.804280722403135
6.87,39.90982682705904
6.88,40.01491913311972
6.89,40.11953786258729
6.9,40.22366338847091
6.91,40.32727623890211
6.92,40.430357101213886
6.93,40.53288682598247
6.94,40.6348464310308
6.95,40.73621710539295
6.96,40.83698021323856
6.97,40.93711729775635
6.98,41.03661008499599
6.99,41.13544048766729
7.0,41.23359060889598
7.01,41.33104274593527
7.02,41.42777939383223
7.03,41.52378324904832
7.04,41.61903721303311
7.05,41.71352439575064
7.06,41.80722811915733
7.07,41.90013192063085
7.08,41.992219556349234
7.09,42.08347500461933
7.1,42.17388246915392
7.11,42.263426382296885
7.12,42.35209140819551
7.13,42.43986244591933
7.14,42.52672463252488
7.15,42.61266334606555
7.16,42.697664208546
7.17,42.781713088820304
7.18,42.86479610543347
7.19,42.94689962940539
7.2,43.028010286956814
7.21,43.10811496217674
7.22,43.18720079963047
7.23,43.26525520690797
7.24,43.34226585711188
7.25,43.41822069128449
7.26,43.4931079207735
7.27,43.566916029535605
7.28,43.639633776377856
7.29,43.71125019713587
7.3,43.78175460678877
7.31,43.8511366015102
7.32,43.919386060655015
7.33,43.986493148681255
7.34,44.0524483170069
7.35,44.117242305801135
7.36,44.1808661457096
7.37,44.24331115951331
7.38,44.30456896372103
7.39,44.36463147009446
7.4,44.42349088710616
7.41,44.48113972132989
7.42,44.5375707787629
7.43,44.59277716608007
7.44,44.64675229181955
7.45,44.699489867499686
7.46,44.75098390866696
7.47,44.80122873587481
7.48,44.85021897559304
7.49,44.89794956104769
7.5,44.94441573299121
7.51,44.98961304040272
7.52,45.03353734111832
7.53,45.076184802391246
7.54,45.11755190138181
7.55,45.15763542557705
7.56,45.19643247313996
7.57,45.23394045318833
7.58,45.2701570860031
7.59,45.30508040316622
7.6,45.338708747628026
7.61,45.37104077370408
7.62,45.40207544700164
7.63,45.431812044275645
7.64,45.46025015321439
7.65,45.48738967215488
7.66,45.513230809728014
7.67,45.537774084433714
7.68,45.561020324146064
7.69,45.58297066554865
7.7,45.603626553500256
7.71,45.62298974033104
7.72,45.641062285069445
7.73,45.65784655259999
7.74,45.6733452127522
7.75,45.68756123932092
7.76,45.7004979090182
7.77,45.712158800357074
7.78,45.72254779246752
7.79,45.73166906384485
7.8,45.73952709103095
7.81,45.74612664722849
7.82,45.75147280084873
7.83,45.75557091399304
7.84,45.75842664086862
7.85,45.76004592613884
7.86,45.76043500320847
7.87,45.759600392444455
7.88,45.75754889933231
7.89,45.75428761256903
7.9,45.749823902092565
7.91,45.74416541704865
7.92,45.73732008369522
7.93,45.729296103245176
7.94,45.72010194964786
7.95,45.70974636730973
7.96,45.698238368755
7.97,45.68558723222653
7.98,45.67180249922784
7.99,45.65689397200654
8.0,45.640871710979965
8.01,45.62374603210366
8.02,45.60552750418318
8.029,45.58622694612997
8.04,45.56585542416195
8.05,45.5444242489495
8.06,45.5219449727074
8.07,45.49842938623368
8.08,45.47388951589568
8.09,45.44833762056458
8.1,45.42178618849848
8.109,45.3942479341754
8.12,45.36573579507648
8.13,45.33626292842039
8.14,45.305842707849685
8.15,45.27448872006978
8.16,45.242214761441495
8.17,45.20903483452786
8.18,45.17496314459607
8.189,45.14001409607528
8.2,45.10420228897135
8.21,45.06754251523906
8.22,45.03004975511289
8.23,44.991739173397086
8.24,44.95262611571594
8.25,44.91272610472526
8.26,44.87205483628569
8.27,44.83062817559903
8.28,44.78846215330826
8.29,44.74557296156237
8.3,44.70197695004674
8.31,44.65769062198012
8.32,44.61273063007913
8.33,44.56711377249113
8.34,44.52085698869665
8.35,44.47397735538203
8.36,44.426492082283445
8.37,44.3784185080032
8.38,44.32977409579943
8.39,44.28057642934984
8.4,44.23084320849095
8.41,44.18059224493336
8.42,44.129841457954434
8.43,44.07860887006914
8.44,44.02691260268023
8.45,43.97477087170861
8.46,43.92220198320508
8.47,43.86922432894437
8.48,43.81585638200252
8.49,43.76211669231866
8.5,43.70802388224215
8.51,43.65359664206623
8.52,43.59885372554909
8.53,43.54381394542354
8.54,43.4884961688962
8.55,43.43291931313727
8.56,43.37710234076211
8.57,43.32106425530532
8.58,43.26482409668879
8.59,43.20840093668443
8.6,43.15181387437279
8.61,43.09508203159864
8.62,43.03822454842452
8.63,42.98126057858326
8.64,42.924209284930605
8.65,42.86708983489903
8.66,42.8099213959536
8.67,42.75272313105123
8.68,42.69551419410411
8.69,42.6383137254485
8.7,42.58114084731984
8.71,42.52401465933546
8.72,42.46695423398554
8.73,42.40997861213369
8.74,42.35310679852805
8.75,42.29635775732399
8.76,42.23975040761935
8.77,42.18330361900342
8.78,42.12703620712045
8.79,42.07096692924897
8.8,42.01511447989773
8.81,41.95949748641936
8.82,41.90413450464277
8.83,41.84904401452526
8.84,41.79424441582531
8.85,41.73975402379718
8.86,41.68559106490811
8.87,41.63177367257921
8.88,41.57831988295108
8.89,41.525247630674976
8.9,41.47257474473059
8.91,41.42031894427142
8.92,41.368497834498505
8.93,41.317128902563766
8.94,41.266229513503575
8.95,41.21581690620372
8.96,41.16590818939651
8.97,41.11652033769107
8.98,41.06767018763769
8.99,41.01937443382696
9.0,40.97164962502493
9.01,40.9245121603448
9.02,40.87797828545629
9.03,40.83206408883333
9.04,40.78678549804111
9.05,40.74215827606318
9.06,40.69819801766957
9.07,40.65492014582665
9.08,40.61233990814953
9.09,40.57047237339791
9.1,40.52933242801605
9.11,40.48893477271771
9.12,40.44929391911689
9.13,40.41042418640488
9.14,40.372339698074704
9.15,40.33505437869342
9.16,40.2985819507232
9.17,40.26293593139171
9.18,40.22812962961267
9.19,40.19417614295714
9.2,40.16108835467632
9.21,40.12887893077647
9.22,40.09756031714658
9.23,40.06714473673948
9.24,40.03764418680698
9.25,40.00907043618971
9.26,39.98143502266217
9.27,39.954749250333606
9.28,39.929024187105405
9.29,39.90427066218531
9.3,39.88049926365935
9.31,39.85772033612161
9.32,39.83594397836277
9.33,39.81518004111758
9.34,39.79543812487204
9.35,39.77672757773048
9.36,39.75905749334323
9.37,39.74243670889527
9.38,39.7268738031562
9.39,39.71237709459208
9.4,39.69895463953944
9.41,39.686614230441904
9.42,39.675363394149805
9.43,39.66520939028312
9.44,39.65615920965811
9.45,39.648219572777904
9.46,39.6413969283875
9.47,39.63569745209332
9.48,39.63112704504769
9.49,39.62769133269854
9.5,39.62539566360442
9.51,39.624245108315336
9.52,39.62424445831932
9.53,39.625398225055214
9.54,39.6277106389917
9.55,39.63118564877273
9.56,39.63582692042967
9.57,39.6416378366602
9.58,39.648621496174
9.59,39.65678071310556
9.6,39.666118016494025
9.61,39.67663564983031
9.62,39.68833557067131
9.63,39.70121945032155
9.64,39.71528867358211
9.65,39.73054433856685
9.66,39.746987256586095
9.67,39.76461795209758
9.68,39.78343666272467
9.69,39.803443339341946
9.7,39.82463764622791
9.71,39.84701896128482
9.72,39.8705863763256
9.73,39.89533869742762
9.74,39.92127444535328
9.75,39.9483918560373
9.76,39.97668888114048
9.77,40.00616318866975
9.78,40.03681216366443
9.79,40.06863290894843
9.8,40.101622245948136
9.81,40.135776715575815
9.82,40.17109257917826
9.83,40.207565819550446
9.84,40.24519214201384
9.85,40.28396697555919
9.86,40.32388547405332
9.87,40.36494251750986
9.88,40.40713271342327
9.89,40.450450398166026
9.9,40.49488963844855
9.91,40.54044423284143
9.92,40.58710771335964
9.93,40.634873347108254
9.94,40.68373413798934
9.95,40.73368282846938
9.96,40.78471190140714
9.97,40.83681358194109
9.98,40.889979839436215
9.99,40.94420238948951
10.0,40.9994726959939
10.01,41.05578197325977
10.02,41.11312118819373
10.03,41.17148106253418
10.04,41.23085207514278
10.05,41.29122446435163
10.06,41.35258823036536
10.07,41.41493313771745
10.08,41.4782487177805
10.09,41.54252427132944
10.1,41.60774887115729
10.11,41.67391136474279
10.12,41.741000376969126
10.13,41.80900431289321
10.14,41.87791136056479
10.15,41.94770949389466
10.16,42.01838647557128
10.17,42.08992986002514
10.18,42.16232699644011
10.19,42.235565031810935
10.2,42.3096309140464
10.21,42.38451139511704
10.22,42.46019303424693
10.23,42.536662201148665
10.24,42.613905079300686
10.25,42.69190766926626
10.26,42.7706557920532
10.27,42.850135092513646
10.28,42.93033104278295
10.29,43.011228945756834
10.3,43.0928139386062
10.31,43.17507099632834
10.32,43.25798493533412
10.33,43.34154041706989
10.34,43.42572195167367
10.35,43.51051390166416
10.36,43.59590048566229
10.37,43.68186578214401
10.38,43.76839373322356
10.39,43.85546814846629
10.4,43.94307270873011
10.41,44.03119097003463
10.42,44.1198063674572
10.43,44.20890221905468
10.44,44.29846172981014
10.45,44.38846799560355
10.46,44.47890400720553
10.47,44.569752654293126
10.48,44.66099672948664
10.49,44.75261893240663
10.5,44.84460187375022
10.51,44.93692807938541
10.52,45.02957999446266
10.53,45.12253998754284
10.54,45.21579035474031
10.55,45.30931332388036
10.56,45.403091058669936
10.57,45.4971056628806
10.58,45.59133918454286
10.59,45.68577362015085
10.6,45.78039091887628
10.61,45.87517298679062
10.62,45.97010169109484
10.63,46.06515886435522
10.64,46.16032630874464
10.65,46.25558580028815
10.66,46.35091909311178
10.67,46.44630792369384
10.68,46.5417340151173
10.69,46.63717908132269
10.7,46.732624831360205
10.71,46.82805297364007
10.72,46.92344522018038
10.73,47.01878329085109
10.74,47.11404891761332
10.75,47.20922384875316
10.76,47.30428985310862
10.77,47.399228724288896
10.78,47.494022284885176
10.79,47.58865239067165
10.8,47.68310093479589
10.81,47.77734985195775
10.82,47.87138112257556
10.83,47.96517677693887
10.84,48.05871889934662
10.85,48.15198963222986
10.86,48.24497118025794
10.87,48.33764581442748
10.88,48.42999587613279
10.89,48.52200378121721
10.9,48.61365202400391
10.91,48.70492318130587
10.92,48.795799916413536
10.93,48.88626498305948
10.94,48.97630122935923
10.95,49.06589160172701
10.96,49.15501914876607
10.97,49.243667025132
10.98,49.33181849536879
10.99,49.419456937716205
11.0,49.5065658478881
11.01,49.59312884282033
11.02,49.6791296643878
11.03,49.76455218308951
11.04,49.84938040170084
11.05,49.93359845889246
11.06,50.01719063281457
11.07,50.10014134464603
11.08,50.18243516210758
11.09,50.26405680293799
11.1,50.34499113833272
11.11,50.425223196344206
11.12,50.50473816524283
11.13,50.58352139683798
11.14,50.66155840975856
11.15,50.73883489269181
11.16,50.815336707580094
11.17,50.89104989277478
11.18,50.96596066614647
11.19,51.04005542815089
11.2,51.1133207648499
11.21,51.18574345088663
11.22,51.25731045241441
11.23,51.32800892997864
11.24,51.397826241351055
11.25,51.46674994431562
11.26,51.53476779940555
11.27,51.60186777259088
11.28,51.66803803791584
11.29,51.73326698008559
11.3,51.79754319700166
11.31,51.86085550224556
11.32,51.92319292751002
11.33,51.9845447249774
11.34,52.0449003696445
11.35,52.10424956159362
11.36,52.16258222820908
11.37,52.21988852633888
11.38,52.27615884440093
11.39,52.33138380443352
11.4,52.38555426408941
11.41,52.4386613185734
11.42,52.49069630252253
11.43,52.541650791829056
11.44,52.591516605405246
11.45,52.64028580689013
11.46,52.68795070629751
11.47,52.734503861605006
11.48,52.779938080283856
11.49,52.82424642076904
11.5,52.867422193869466
11.51,52.90945896411815
11.52,52.95035055106165
11.53,52.99009103048895
11.54,53.02867473559935
11.55,53.06609625810911
11.56,53.10235044929672
11.57,53.1374324209866
11.58,53.17133754647093
11.59,53.204061461369534
11.6,53.23560006442777
11.61,53.26594951825201
11.62,53.295106249982815
11.63,53.32306695190572
11.64,53.34982858199924
11.65,53.37538836442042
11.66,53.39974378992754
11.67,53.42289261624016
11.68,53.44483286833626
11.69,53.46556283868658
11.7,53.48508108742623
11.71,53.50338644246341
11.72,53.52047799952534
11.73,53.53635512214144
11.74,53.55101744156392
11.75,53.564464856625584
11.76,53.576697533535295
11.77,53.58771590561084
11.78,53.59752067294956
11.79,53.60611280203681
11.8,53.61349352529231
11.81,53.61966434055469
11.82,53.62462701050428
11.83,53.62838356202434
11.84,53.63093628550111
11.85,53.6322877340626
11.86,53.632440722756606
11.87,53.631398327668094
11.88,53.62916388497622
11.89,53.62574098995119
11.9,53.62113349589146
11.91,53.61534551300136
11.92,53.60838140720947
11.93,53.600245798928334
11.94,53.59094356175547
11.95,53.58047982111634
11.96,53.56885995284957
11.97,53.55608958173468
11.98,53.5421745799629
11.99,53.52712106555144
12.0,53.51093540070141
12.01,53.49362419010031
12.02,53.47519427916899
12.03,53.45565275225401
12.04,53.43500693076551
12.05,53.41326437126131
12.06,53.39043286347774
12.07,53.36652042830751
12.08,53.34153531572539
12.09,53.315486002662034
12.1,53.288381190826726
12.11,53.26022980447934
12.12,53.23104098815226
12.13,53.200824104322905
12.14,53.169588731037166
12.15,53.137344659484754
12.16,53.10410189152674
12.17,53.0698706371761
12.18,53.03466131203186
12.19,52.99848453466745
12.2,52.96135112397402
12.21,52.92327209645928
12.22,52.884258663502656
12.23,52.844322228567286
12.24,52.80347438436981
12.25,52.761726910008406
12.26,52.71909176804993
12.27,52.67558110157688
12.28,52.6312072311949
12.29,52.58598265200157
12.3,52.539920030517166
12.31,52.49303220157837
12.32,52.44533216519544
12.33,52.39683308337376
12.34,52.34754827690055
12.35,52.29749122209751
12.36,52.24667554754024
12.37,52.19511503074507
12.38,52.14282359482445
12.39,52.08981530511139
12.4,52.03610436575394
12.41,51.98170511628061
12.42,51.92663202813736
12.43,51.87089970119722
12.44,51.81452286024327
12.45,51.75751635142598
12.46,51.69989513869545
12.47,51.64167430020994
12.48,51.582869024721006
12.49,51.52349460793659
12.5,51.46356644886261
12.51,51.40310004612412
12.52,51.34211099426694
12.53,51.28061498004055
12.54,51.21862777866317
12.55,51.15616525007004
12.56,51.09324333514566
12.57,51.02987805194105
12.58,50.96608549187675
12.59,50.90188181593268
12.6,50.83728325082564
12.61,50.77230608517547
12.62,50.706966665660666
12.63,50.64128139316445
12.64,50.57526671891232
12.65,50.5089391406018
12.66,50.44231519852542
12.67,50.37541147168792
12.68,50.30824457391853
12.69,50.24083114997918
12.7,50.17318787166979
12.71,50.10533143393132
12.72,50.03727855094766
12.73,49.96904595224728
12.74,49.90065037880553
12.75,49.83210857914846
12.76,49.76343730545921
12.77,49.69465330968787
12.78,49.62577333966558
12.79,49.55681413522394
12.8,49.48779242432072
12.81,49.41872491917253
12.82,49.34962831239561
12.83,49.28051927315541
12.84,49.21141444332624
12.85,49.14233043366139
12.86,49.07328381997511
12.87,49.00429113933696
12.88,48.93536888627969
12.89,48.86653350902141
12.9,48.79780140570294
12.91,48.72918892064127
12.92,48.660712340599886
12.93,48.59238789107709
12.94,48.52423173261283
12.95,48.45625995711522
12.96,48.388488584207295
12.97,48.320933557595225
12.98,48.25361074145847
12.99,48.18653591686288
13.0,48.11972477819764
13.01,48.053192929636666
13.02,47.98695588162552
13.03,47.92102904739447
13.04,47.85542773949852
13.05,47.79016716638538
13.06,47.725262428991854
13.07,47.66072851736974
13.08,47.59658030734179
13.09,47.5328325571886
13.1,47.4694999043672
13.11,47.406596862262006
13.12,47.34413781696892
13.13,47.28213702411336
13.14,47.220608605702814
13.15,47.159566547014805
13.16,47.09902469352076
13.17,47.03899674784669
13.18,46.97949626677114
13.19,46.92053665826141
13.2,46.86213117854824
13.21,46.80429292924006
13.22,46.747034854477306
13.23,46.6903697381272
13.24,46.63431020101997
13.25,46.57886869822698
13.26,46.524057516381255
13.27,46.46988877104116
13.28,46.41637440409777
13.29,46.36352618122645
13.3,46.311355689383184
